crime_id,crime_type,criminal_id,neighbourhood_id
5078,Theft Under $5000,5586,93
5079,Total Arrests,9228,84
5080,Total Arrests,28279,85
5081,Total Arrests,6047,22
5082,Assaults,12238,35
5083,Other,15650,16
5084,Other,4946,50
5085,Other Criminal Violations - Offensive Weapons,7928,122
5086,Drive While Impaired / Over 80,12642,128
5087,Theft Under $5000,15999,113
5088,Other,13387,17
5089,Total Arrests,7017,80
5090,Other,14028,130
5091,Sexual Violations,15921,132
5092,Assaults,24143,85
5093,Other,13753,94
5094,Total Arrests,21471,134
5095,Dangerous Driving,25841,81
5096,Other,23546,69
5097,Fail to Remain,18269,69
5098,Total Arrests,31898,16
5099,Assaults,18194,51
5100,Other,3168,105
5101,Total Arrests,11990,66
5102,Robbery,26918,9
5103,Other,22737,107
5104,Drive While Impaired / Over 80,27991,100
5105,Other Criminal Violations - Offensive Weapons,29784,86
5106,Other,25394,64
5107,Assaults,14088,22
5108,Other,22441,110
5109,Other,2438,97
5110,Dangerous Driving,22853,18
5111,Total Arrests,15276,71
5112,Fraud,25465,127
5113,Other,22336,97
5114,Theft Under $5000,5277,1
5115,Other Criminal Violations - Offensive Weapons,8860,132
5116,Assaults,7819,4
5117,Other,4729,125
5118,Sexual Violations,19009,82
5119,Other,5739,27
5120,Other,20617,59
5121,Other,30619,32
5122,Assaults,5794,28
5123,Other,4524,106
5124,Dangerous Driving,5572,105
5125,Total Arrests,31332,70
5126,Sexual Violations,16210,62
5127,Other,15247,34
5128,Assaults,25395,87
5129,Dangerous Driving,10381,114
5130,Other,25683,106
5131,Drive While Impaired / Over 80,2225,56
5132,Other,8390,113
5133,Other,27248,13
5134,Fraud,15928,18
5135,Total Arrests,22476,113
5136,Assaults,31411,39
5137,Other,11685,79
5138,Other,10641,30
5139,Theft Under $5000,8663,98
5140,Sexual Violations,6362,58
5141,Other,1949,67
5142,Fraud,29601,71
5143,Theft Under $5000,12092,106
5144,Sexual Violations,26587,7
5145,Total Arrests,11993,40
5146,Other,31352,70
5147,Other,23479,68
5148,Theft Over $5000,29578,49
5149,Other,6319,52
5150,Other Criminal Violations - Offensive Weapons,28695,114
5151,Other,20181,107
5152,Other,12181,29
5153,Other Criminal Violations - Offensive Weapons,235,78
5154,Assaults,15373,9
5155,Other,29797,76
5156,Theft Under $5000,25505,42
5157,Total Arrests,19992,128
5158,Total Arrests,24428,20
5159,Other,523,72
5160,Assaults,22289,65
5161,Other,28100,113
5162,Other,12719,24
5163,Theft Over $5000,21273,128
5164,Other,9822,83
5165,Sexual Violations,5833,63
5166,Drive While Impaired / Over 80,12821,60
5167,Theft Under $5000,16212,99
5168,Other,7123,62
5169,Assaults,5843,30
5170,Other,30348,22
5171,Other,1317,126
5172,Other,27434,42
5173,Fraud,13201,98
5174,Other,17509,31
5175,Total Arrests,22006,112
5176,Refuse Sample,21808,122
5177,Other,15207,17
5178,Drive While Impaired / Over 80,18972,38
5179,Theft Over $5000,25600,110
5180,Other,22057,22
5181,Assaults,1379,56
5182,Other,19759,119
5183,Dangerous Driving,1520,57
5184,Total Arrests,22162,35
5185,Fraud,7936,114
5186,Other,6094,125
5187,Break and Enter,24803,129
5188,Theft Under $5000,5356,52
5189,Other,21353,85
5190,Total Arrests,9084,65
5191,Theft Under $5000,5575,129
5192,Assaults,20457,21
5193,Other,13325,16
5194,Other,2258,123
5195,Other Criminal Violations - Offensive Weapons,27365,61
5196,Total Arrests,24973,54
5197,Assaults,13412,26
5198,Assaults,26655,80
5199,Other,15234,65
5200,Other,15888,100
5201,Other,29321,74
5202,Assaults,20809,17
5203,Total Arrests,19622,121
5204,Other,30155,23
5205,Theft Under $5000,20278,135
5206,Break and Enter,29624,71
5207,Other,2006,108
5208,Other,18401,79
5209,Drive While Impaired / Over 80,27748,46
5210,Total Arrests,10861,78
5211,Other,10071,16
5212,Assaults,9389,71
5213,Sexual Violations,18157,96
5214,Other,24738,2
5215,Assaults,20361,10
5216,Other,18136,125
5217,Drive While Impaired / Over 80,25352,81
5218,Total Arrests,23815,140
5219,Other,30500,70
5220,Total Arrests,14610,32
5221,Other,23555,105
5222,Other Criminal Violations - Offensive Weapons,29724,84
5223,Assaults,22854,129
5224,Other,16364,58
5225,Total Arrests,25516,134
5226,Total Arrests,19605,45
5227,Other,16924,97
5228,Total Arrests,14824,23
5229,Other,29494,23
5230,Other,17846,135
5231,Total Arrests,21569,79
5232,Theft Under $5000,8548,44
5233,Other,28181,27
5234,Other,11516,26
5235,Firearm-Related,235,97
5236,Other,14563,36
5237,Sexual Violations,17933,109
5238,Theft Under $5000,7481,55
5239,Other,26673,69
5240,Total Arrests,4214,61
5241,Drive While Impaired / Over 80,10294,130
5242,Total Arrests,1674,55
5243,Total Arrests,23093,122
5244,Other,29740,97
5245,Other,24367,80
5246,Total Arrests,2101,87
5247,Total Arrests,11850,38
5248,Other,29230,119
5249,Other,28173,78
5250,Total Arrests,20133,35
5251,Total Arrests,19558,79
5252,Other,18200,67
5253,Total Arrests,3842,87
5254,Other,10198,34
5255,Other,8017,97
5256,Sexual Violations,7012,71
5257,Other,4494,3
5258,Total Arrests,31882,58
5259,Assaults,17059,32
5260,Total Arrests,24473,31
5261,Break and Enter,8579,82
5262,Theft Under $5000,2159,43
5263,Other,19046,135
5264,Other,2065,105
5265,Other,28428,1
5266,Total Arrests,3254,61
5267,Total Arrests,21364,14
5268,Total Arrests,24088,6
5269,Total Arrests,12829,103
5270,Theft Under $5000,28843,10
5271,Firearm-Related,31129,71
5272,Other Criminal Violations - Offensive Weapons,25316,90
5273,Other,1402,126
5274,Other Criminal Violations - Offensive Weapons,19644,97
5275,Firearm-Related,15194,74
5276,Drive While Impaired / Over 80,26854,115
5277,Other,12097,51
5278,Other,20308,56
5279,Robbery,4215,41
5280,Sexual Violations,19612,32
5281,Firearm-Related,11024,15
5282,Other,11951,62
5283,Other,10705,28
5284,Assaults,10344,64
5285,Dangerous Driving,11868,130
5286,Firearm-Related,2746,127
5287,Other,22476,36
5288,Drive While Impaired / Over 80,3867,114
5289,Total Arrests,11957,13
5290,Drive While Impaired / Over 80,30378,15
5291,Other,5819,89
5292,Total Arrests,18607,22
5293,Other,16094,74
5294,Total Arrests,19177,25
5295,Other,26274,101
5296,Sexual Violations,30117,117
5297,Total Arrests,15494,41
5298,Drive While Impaired / Over 80,28039,88
5299,Total Arrests,20448,110
5300,Assaults,30432,120
5301,Fraud,17909,97
5302,Total Arrests,29337,57
5303,Total Arrests,8225,130
5304,Other,22583,96
5305,Other,4026,121
5306,Fraud,18951,62
5307,Theft Under $5000,19188,137
5308,Fraud,28473,68
5309,Total Arrests,20094,81
5310,Assaults,6156,17
5311,Other,13840,117
5312,Drive While Impaired / Over 80,720,50
5313,Other,14891,112
5314,Theft Under $5000,22901,94
5315,Assaults,20964,85
5316,Total Arrests,17357,74
5317,Theft Under $5000,20103,109
5318,Theft Under $5000,23780,18
5319,Other,31343,42
5320,Total Arrests,20787,101
5321,Assaults,20937,45
5322,Total Arrests,18592,82
5323,Robbery,4427,17
5324,Theft Under $5000,23304,73
5325,Firearm-Related,12513,14
5326,Theft Over $5000,27607,132
5327,Assaults,15065,82
5328,Sexual Violations,28152,120
5329,Other,13768,120
5330,Robbery,11309,47
5331,Assaults,11478,107
5332,Other,29755,108
5333,Refuse Sample,25220,9
5334,Other,12904,79
5335,Sexual Violations,24771,15
5336,Break and Enter,28573,19
5337,Assaults,8681,90
5338,Theft Under $5000,2205,26
5339,Assaults,27234,92
5340,Break and Enter,21730,82
5341,Other,31132,131
5342,Drive While Disqualified,19661,42
5343,Other,1103,19
5344,Firearm-Related,5244,17
5345,Other,6615,76
5346,Total Arrests,16300,63
5347,Fraud,25818,131
5348,Other,8708,107
5349,Theft Under $5000,13914,49
5350,Other Criminal Violations - Offensive Weapons,21608,55
5351,Drive While Impaired / Over 80,24969,99
5352,Total Arrests,631,52
5353,Drive While Impaired / Over 80,11909,100
5354,Total Arrests,26424,117
5355,Other,10848,118
5356,Other,9172,7
5357,Fraud,12722,46
5358,Theft Over $5000,27979,46
5359,Attempted Murder,31887,100
5360,Other,28448,54
5361,Drive While Impaired / Over 80,23068,62
5362,Other Criminal Violations - Offensive Weapons,16662,129
5363,Assaults,16617,49
5364,Other,9745,25
5365,Drive While Impaired / Over 80,5691,10
5366,Other,13402,118
5367,Other,7660,92
5368,Sexual Violations,27847,134
5369,Theft Under $5000,10602,80
5370,Assaults,11705,71
5371,Total Arrests,26,78
5372,Other,15385,43
5373,Other,13706,90
5374,Other,31227,78
5375,Total Arrests,23853,26
5376,Other,22795,121
5377,Sexual Violations,8653,45
5378,Other,20149,63
5379,Assaults,22984,68
5380,Total Arrests,28008,2
5381,Sexual Violations,13380,108
5382,Assaults,21487,30
5383,Theft Under $5000,7007,49
5384,Total Arrests,19868,140
5385,Drive While Impaired / Over 80,18379,44
5386,Total Arrests,8683,13
5387,Fraud,1073,78
5388,Total Arrests,23092,126
5389,Assaults,27750,98
5390,Total Arrests,216,26
5391,Assaults,23990,48
5392,Total Arrests,9916,66
5393,Robbery,9785,87
5394,Other,18991,79
5395,Other Criminal Violations - Offensive Weapons,24735,23
5396,Other,14825,81
5397,Assaults,21166,48
5398,Firearm-Related,3314,124
5399,Other,11034,130
5400,Total Arrests,9969,84
5401,Other,16242,20
5402,Other Criminal Violations - Offensive Weapons,26629,46
5403,Other,24148,131
5404,Other Criminal Violations - Offensive Weapons,5940,12
5405,Firearm-Related,14697,40
5406,Theft Under $5000,14795,66
5407,Total Arrests,2296,100
5408,Drive While Impaired / Over 80,22070,78
5409,Assaults,1697,16
5410,Other,11186,83
5411,Break and Enter,27046,44
5412,Theft Under $5000,18331,134
5413,Fraud,12002,100
5414,Robbery,14351,22
5415,Fraud,19168,18
5416,Other,3645,12
5417,Theft Under $5000,21626,123
5418,Other Criminal Violations - Offensive Weapons,6421,117
5419,Other,30254,51
5420,Firearm-Related,27077,71
5421,Dangerous Driving,23942,48
5422,Other,11838,19
5423,Other,19030,6
5424,Fraud,22974,84
5425,Other,6354,53
5426,Other,31434,107
5427,Sexual Violations,10542,101
5428,Dangerous Driving,1933,48
5429,Other,11487,135
5430,Theft Under $5000,1758,69
5431,Total Arrests,30723,11
5432,Other,5086,131
5433,Drive While Impaired / Over 80,5638,122
5434,Drive While Impaired / Over 80,1117,69
5435,Total Arrests,10760,23
5436,Robbery,11692,37
5437,Assaults,493,9
5438,Other,27883,15
5439,Other,8812,131
5440,Other,27809,93
5441,Refuse Sample,24273,17
5442,Total Arrests,28400,72
5443,Other,6475,121
5444,Theft Under $5000,26957,11
5445,Other,14386,72
5446,Assaults,9739,106
5447,Other,21343,125
5448,Other,13980,35
5449,Other Criminal Violations - Offensive Weapons,11756,119
5450,Assaults,9798,14
5451,Other,28329,14
5452,Other,14608,10
5453,Assaults,12868,140
5454,Total Arrests,26467,38
5455,Total Arrests,25852,108
5456,Drive While Impaired / Over 80,31280,119
5457,Other,19128,34
5458,Total Arrests,30528,10
5459,Break and Enter,7867,122
5460,Other,15450,115
5461,Refuse Sample,10686,1
5462,Assaults,23545,12
5463,Other,5452,103
5464,Other,21643,4
5465,Assaults,8549,98
5466,Drive While Impaired / Over 80,30297,106
5467,Break and Enter,30994,85
5468,Assaults,7187,121
5469,Theft Under $5000,6103,132
5470,Fraud,31031,82
5471,Other,25446,19
5472,Total Arrests,25462,130
5473,Firearm-Related,26578,12
5474,Other,30874,81
5475,Other,30086,74
5476,Other,25860,98
5477,Assaults,620,6
5478,Other,883,136
5479,Theft Under $5000,25373,125
5480,Drive While Impaired / Over 80,3643,51
5481,Refuse Sample,30845,11
5482,Other,28002,127
5483,Drive While Disqualified,1297,140
5484,Total Arrests,29291,73
5485,Theft Under $5000,14123,2
5486,Fraud,24821,8
5487,Total Arrests,2896,139
5488,Refuse Sample,22978,124
5489,Other,17314,53
5490,Sexual Violations,5367,10
5491,Drive While Impaired / Over 80,8712,112
5492,Assaults,19597,8
5493,Theft Over $5000,18794,36
5494,Other,8200,106
5495,Fraud,10718,14
5496,Other,3424,86
5497,Other,10212,50
5498,Other Criminal Violations - Offensive Weapons,12783,20
5499,Total Arrests,30302,87
5500,Other Criminal Violations - Offensive Weapons,23361,135
5501,Other,23979,137
5502,Firearm-Related,21543,129
5503,Other,31313,38
5504,Fraud,12475,44
5505,Break and Enter,3668,86
5506,Sexual Violations,28248,44
5507,Robbery,27378,74
5508,Dangerous Driving,22358,119
5509,Drive While Impaired / Over 80,22621,122
5510,Total Arrests,8278,134
5511,Other,27692,51
5512,Break and Enter,12425,38
5513,Other,18853,51
5514,Other Criminal Violations - Offensive Weapons,22602,10
5515,Sexual Violations,20004,120
5516,Total Arrests,18021,70
5517,Other,8156,85
5518,Dangerous Driving,3584,57
5519,Total Arrests,15516,126
5520,Assaults,4010,39
5521,Theft Under $5000,19711,33
5522,Assaults,10411,18
5523,Other,24533,57
5524,Other,30424,96
5525,Other Criminal Violations - Offensive Weapons,18602,48
5526,Other,30460,42
5527,Total Arrests,4968,27
5528,Firearm-Related,18754,74
5529,Other,20023,110
5530,Drive While Impaired / Over 80,10696,32
5531,Other,9136,26
5532,Total Arrests,5723,25
5533,Sexual Violations,27414,75
5534,Other,27237,23
5535,Other,15515,57
5536,Other Criminal Violations - Offensive Weapons,11129,126
5537,Total Arrests,4445,87
5538,Total Arrests,7619,31
5539,Firearm-Related,20332,64
5540,Robbery,18061,33
5541,Assaults,1197,2
5542,Other,12298,18
5543,Other,2788,84
5544,Other,23817,35
5545,Other,26038,114
5546,Other,7928,110
5547,Firearm-Related,19703,88
5548,Sexual Violations,25243,72
5549,Other,23074,125
5550,Theft Under $5000,30195,30
5551,Assaults,2177,53
5552,Other,20128,138
5553,Total Arrests,8793,87
5554,Fail to Remain,27229,139
5555,Assaults,20807,13
5556,Assaults,20209,40
5557,Other,28483,89
5558,Refuse Sample,9172,68
5559,Total Arrests,2452,42
5560,Other,629,94
5561,Drive While Impaired / Over 80,9822,19
5562,Refuse Sample,7779,23
5563,Other,3697,54
5564,Refuse Sample,28007,65
5565,Other,20059,140
5566,Assaults,20314,24
5567,Other,19150,34
5568,Other,31761,53
5569,Assaults,20754,136
5570,Other Criminal Violations - Offensive Weapons,12973,18
5571,Total Arrests,8308,57
5572,Other,4957,112
5573,Other,10196,5
5574,Drive While Impaired / Over 80,17077,13
5575,Total Arrests,19547,83
5576,Fraud,1106,29
5577,Robbery,31044,3
5578,Other,19393,90
5579,Break and Enter,18546,104
5580,Firearm-Related,30465,123
5581,Other,15418,76
5582,Other,24730,130
5583,Other Criminal Violations - Offensive Weapons,14189,108
5584,Total Arrests,30100,82
5585,Other,20084,77
5586,Fraud,29962,2
5587,Theft Under $5000,12603,127
5588,Total Arrests,20171,135
5589,Total Arrests,9257,26
5590,Other,20585,88
5591,Other,14213,16
5592,Theft Under $5000,1914,73
5593,Assaults,25793,32
5594,Other,21905,15
5595,Break and Enter,10594,5
5596,Sexual Violations,31736,74
5597,Other,1773,52
5598,Theft Under $5000,26537,77
5599,Other,19165,110
5600,Fraud,30276,106
5601,Fraud,12997,127
5602,Robbery,23808,7
5603,Total Arrests,29323,40
5604,Other,2872,99
5605,Theft Under $5000,13235,85
5606,Other,17045,65
5607,Other Criminal Violations - Offensive Weapons,22627,132
5608,Other,27212,11
5609,Total Arrests,10522,108
5610,Other,28531,26
5611,Other,10643,85
5612,Other Criminal Violations - Offensive Weapons,1133,123
5613,Firearm-Related,700,68
5614,Assaults,14535,104
5615,Sexual Violations,23855,80
5616,Robbery,10231,53
5617,Break and Enter,31047,106
5618,Total Arrests,6298,44
5619,Other,12840,140
5620,Other,7813,90
5621,Other,29077,101
5622,Other,4558,97
5623,Theft Under $5000,2180,9
5624,Drive While Impaired / Over 80,11031,12
5625,Other Criminal Violations - Offensive Weapons,9066,69
5626,Fraud,8276,28
5627,Other Criminal Violations - Offensive Weapons,17807,56
5628,Other,15090,99
5629,Drive While Impaired / Over 80,27252,110
5630,Fraud,3181,77
5631,Theft Under $5000,20701,103
5632,Sexual Violations,28552,106
5633,Firearm-Related,6697,109
5634,Other,9584,112
5635,Attempted Murder,27795,58
5636,Theft Over $5000,28784,78
5637,Total Arrests,16999,75
5638,Other,13870,42
5639,Break and Enter,27548,68
5640,Other,11758,33
5641,Firearm-Related,28153,71
5642,Assaults,20955,56
5643,Theft Under $5000,31556,105
5644,Other,30586,101
5645,Other,16655,51
5646,Sexual Violations,12259,74
5647,Other Criminal Violations - Offensive Weapons,2469,121
5648,Break and Enter,14209,5
5649,Refuse Sample,15043,83
5650,Drive While Impaired / Over 80,25967,51
5651,Other,15640,10
5652,Firearm-Related,11547,140
5653,Other,12328,4
5654,Total Arrests,14271,95
5655,Assaults,30909,80
5656,Other,15524,36
5657,Other Criminal Violations - Offensive Weapons,29666,25
5658,Other,14301,98
5659,Other,19992,101
5660,Total Arrests,10776,9
5661,Theft Under $5000,12266,61
5662,Other,19460,53
5663,Fraud,28483,63
5664,Theft Under $5000,16674,121
5665,Assaults,24505,105
5666,Dangerous Driving,27057,4
5667,Assaults,6615,93
5668,Break and Enter,3253,28
5669,Firearm-Related,7416,80
5670,Other,23156,76
5671,Fraud,16663,116
5672,Other,11117,69
5673,Assaults,16965,98
5674,Assaults,4959,1
5675,Other,24830,96
5676,Other,4277,17
5677,Other,24382,112
5678,Total Arrests,4777,91
5679,Other,17209,88
5680,Total Arrests,3833,90
5681,Firearm-Related,25276,49
5682,Assaults,14902,38
5683,Other Criminal Violations - Offensive Weapons,5446,132
5684,Attempted Murder,1381,59
5685,Other,28473,68
5686,Other,9866,130
5687,Other,27304,49
5688,Assaults,22919,126
5689,Fraud,13927,111
5690,Theft Over $5000,30630,48
5691,Other,19541,51
5692,Other,11581,43
5693,Theft Under $5000,20692,98
5694,Theft Under $5000,5635,124
5695,Total Arrests,24960,80
5696,Total Arrests,5811,111
5697,Break and Enter,24918,27
5698,Break and Enter,22319,113
5699,Other,10180,86
5700,Assaults,12252,114
5701,Other,13132,124
5702,Firearm-Related,19494,49
5703,Total Arrests,20467,76
5704,Drive While Impaired / Over 80,30207,55
5705,Other,12708,56
5706,Theft Under $5000,27375,95
5707,Other,19625,44
5708,Other,26565,87
5709,Dangerous Driving,22413,84
5710,Theft Under $5000,27991,16
5711,Other,18234,37
5712,Theft Under $5000,24882,77
5713,Other,28190,45
5714,Other,2750,62
5715,Other Criminal Violations - Offensive Weapons,13157,100
5716,Other Criminal Violations - Offensive Weapons,23065,52
5717,Total Arrests,25712,19
5718,Other Criminal Violations - Offensive Weapons,30107,109
5719,Theft Under $5000,16590,44
5720,Robbery,23737,7
5721,Other,20976,117
5722,Theft Under $5000,3451,68
5723,Other,7215,34
5724,Assaults,30582,69
5725,Total Arrests,20196,55
5726,Other,11815,10
5727,Total Arrests,28176,42
5728,Theft Under $5000,27128,41
5729,Assaults,5142,122
5730,Other,28885,138
5731,Total Arrests,24886,10
5732,Total Arrests,2709,102
5733,Other,18376,128
5734,Other,15089,136
5735,Assaults,24848,92
5736,Break and Enter,11835,113
5737,Theft Under $5000,12279,78
5738,Other Criminal Violations - Offensive Weapons,10015,85
5739,Other,31658,30
5740,Other,3274,49
5741,Firearm-Related,14368,9
5742,Other Criminal Violations - Offensive Weapons,4539,69
5743,Other,30882,58
5744,Total Arrests,31487,62
5745,Other,12542,52
5746,Fraud,8713,40
5747,Other,9169,63
5748,Assaults,20107,50
5749,Theft Under $5000,3552,78
5750,Other,12298,97
5751,Other,10966,43
5752,Fail to Remain,27129,36
5753,Other Criminal Violations - Offensive Weapons,2833,122
5754,Theft Under $5000,28484,108
5755,Firearm-Related,22064,10
5756,Other,22964,95
5757,Other,13423,6
5758,Other,153,57
5759,Total Arrests,22139,129
5760,Other,11157,71
5761,Other,11109,21
5762,Other Criminal Violations - Offensive Weapons,31846,92
